,blueGoldDiff,blueExperienceDiff,blueGoldPerMin,blueTotalGold,blueTotalExperience,blueAvgLevel,blueKills,redDeaths,blueAssists,blueTotalMinionsKilled,blueCSPerMin,blueEliteMonsters,blueDragons,blueFirstBlood,redFirstBlood,redDragons,redTotalMinionsKilled,redCSPerMin,redEliteMonsters,redAssists,blueDeaths,redKills,redAvgLevel,redTotalExperience,redTotalGold,redGoldPerMin,redExperienceDiff,redGoldDiff,blueWins
163,-305,-474,1559.6,15596,17998,7.0,5,5,4,198,19.8,1,1,0,1,0,199,19.9,0,7,6,6,7.0,18472,15901,1590.1,474,305,1
164,1325,479,1581.2,15812,17882,7.0,4,4,6,229,22.9,1,1,0,1,0,218,21.8,1,1,2,2,7.0,17403,14487,1448.7,-479,-1325,0
165,-53,87,1594.7,15947,16477,6.4,6,6,10,221,22.1,0,0,1,0,1,203,20.3,1,9,6,6,6.4,16390,16000,1600.0,-87,53,1
166,-2865,-1441,1499.7,14997,16532,6.6,5,5,5,196,19.6,0,0,0,1,1,237,23.7,1,7,9,9,6.8,17973,17862,1786.2,1441,2865,0
167,-93,-561,1646.3,16463,17576,6.8,7,7,5,215,21.5,0,0,1,0,1,217,21.7,1,8,7,7,7.0,18137,16556,1655.6,561,93,0
168,-420,-1185,1607.2,16072,17054,6.6,6,6,7,225,22.5,0,0,1,0,1,212,21.2,1,10,7,7,7.2,18239,16492,1649.2,1185,420,0
169,5008,2355,1914.0,19140,19579,7.4,7,7,6,253,25.3,1,1,1,0,0,179,17.9,1,3,3,3,6.8,17224,14132,1413.2,-2355,-5008,1
170,-2074,-1795,1454.7,14547,15883,6.4,4,4,1,188,18.8,0,0,1,0,1,196,19.6,2,5,6,6,6.8,17678,16621,1662.1,1795,2074,0
171,-3,1013,1564.4,15644,17717,6.8,5,5,7,188,18.8,1,0,0,1,0,190,19.0,0,7,4,4,6.6,16704,15647,1564.7,-1013,3,1
172,-837,-660,1573.4,15734,17911,7.0,5,5,5,213,21.3,0,0,1,0,1,249,24.9,2,7,5,5,7.0,18571,16571,1657.1,660,837,0
173,510,-747,1679.4,16794,17320,6.8,5,5,6,229,22.9,1,1,1,0,0,216,21.6,1,6,5,5,7.2,18067,16284,1628.4,747,-510,1
174,-3549,-2407,1593.0,15930,17257,6.8,6,6,8,200,20.0,1,1,0,1,0,214,21.4,0,12,11,11,7.4,19664,19479,1947.9,2407,3549,0
175,272,359,1693.6,16936,18646,7.2,6,6,6,240,24.0,0,0,0,1,1,199,19.9,1,7,6,6,6.8,18287,16664,1666.4,-359,-272,1
176,2187,2189,1794.1,17941,19379,7.2,9,9,9,230,23.0,0,0,1,0,0,206,20.6,0,5,5,5,7.0,17190,15754,1575.4,-2189,-2187,1
177,-4907,-2556,1369.8,13698,15671,6.2,2,2,4,222,22.2,0,0,0,1,0,242,24.2,1,11,8,8,7.0,18227,18605,1860.5,2556,4907,0
178,63,648,1594.3,15943,19262,7.4,5,5,3,238,23.8,1,1,1,0,0,210,21.0,0,5,4,4,7.0,18614,15880,1588.0,-648,-63,1
179,-2132,-484,1589.1,15891,18304,7.0,4,4,6,222,22.2,1,0,0,1,1,230,23.0,1,13,8,8,7.0,18788,18023,1802.3,484,2132,1
180,-976,-964,1621.6,16216,19002,7.0,5,5,5,211,21.1,1,0,0,1,1,222,22.2,1,8,6,6,7.6,19966,17192,1719.2,964,976,0
181,-1342,-1966,1475.4,14754,17158,6.6,3,3,3,186,18.6,0,0,1,0,1,218,21.8,1,6,5,5,7.2,19124,16096,1609.6,1966,1342,0
182,2304,2532,1690.9,16909,18318,7.2,8,8,5,229,22.9,1,1,1,0,0,208,20.8,0,2,2,2,6.2,15786,14605,1460.5,-2532,-2304,1
183,4219,3379,1885.8,18858,19691,7.2,10,10,11,218,21.8,0,0,0,1,1,219,21.9,1,1,2,2,6.6,16312,14639,1463.9,-3379,-4219,1
184,-2049,-2340,1595.2,15952,17112,6.8,6,6,7,180,18.0,0,0,1,0,0,243,24.3,0,9,7,7,7.2,19452,18001,1800.1,2340,2049,0
185,-4179,-3823,1328.6,13286,15085,6.2,1,1,2,187,18.7,0,0,0,1,1,236,23.6,1,4,5,5,7.0,18908,17465,1746.5,3823,4179,0
186,-66,-1073,1681.2,16812,18466,7.2,6,6,9,269,26.9,0,0,0,1,1,245,24.5,1,3,6,6,7.0,19539,16878,1687.8,1073,66,0
187,510,142,1790.6,17906,18001,6.8,9,9,13,178,17.8,2,1,0,1,0,215,21.5,0,4,7,7,6.8,17859,17396,1739.6,-142,-510,1
188,2591,1567,1640.8,16408,19181,7.2,4,4,2,263,26.3,1,0,1,0,1,208,20.8,1,1,3,3,6.8,17614,13817,1381.7,-1567,-2591,0
189,-3772,-3034,1505.6,15056,16369,6.4,4,4,5,198,19.8,0,0,1,0,1,177,17.7,1,20,12,12,7.4,19403,18828,1882.8,3034,3772,0
190,965,-878,1783.1,17831,18269,6.8,6,6,11,240,24.0,1,1,1,0,0,233,23.3,0,7,6,6,7.0,19147,16866,1686.6,878,-965,0
191,-3468,-2158,1373.8,13738,16678,6.6,1,1,1,223,22.3,0,0,0,1,1,259,25.9,2,7,5,5,7.4,18836,17206,1720.6,2158,3468,0
192,6153,3916,2031.7,20317,20330,7.4,14,14,15,212,21.2,0,0,1,0,0,196,19.6,0,4,3,3,6.4,16414,14164,1416.4,-3916,-6153,1
193,-2216,-2730,1409.1,14091,16184,6.4,0,0,0,233,23.3,0,0,0,1,1,229,22.9,1,8,5,5,7.0,18914,16307,1630.7,2730,2216,0
194,-2308,-1767,1603.6,16036,16916,6.6,6,6,4,191,19.1,1,1,0,1,0,206,20.6,0,14,11,11,7.2,18683,18344,1834.4,1767,2308,0
195,1917,-179,1705.2,17052,17392,6.6,6,6,5,210,21.0,1,0,1,0,1,194,19.4,1,3,6,6,7.0,17571,15135,1513.5,179,-1917,1
196,-1676,-1759,1635.4,16354,18778,7.0,4,4,6,268,26.8,0,0,0,1,1,244,24.4,1,8,7,7,7.4,20537,18030,1803.0,1759,1676,0
197,2709,1259,1829.7,18297,19476,7.2,10,10,8,242,24.2,1,1,1,0,0,214,21.4,0,7,5,5,6.8,18217,15588,1558.8,-1259,-2709,1
198,-1304,-552,1574.8,15748,16524,6.6,6,6,5,222,22.2,0,0,0,1,1,216,21.6,1,12,8,8,6.8,17076,17052,1705.2,552,1304,0
199,1824,1409,1788.6,17886,20099,7.4,8,8,10,229,22.9,1,1,1,0,0,222,22.2,0,5,5,5,7.2,18690,16062,1606.2,-1409,-1824,1
200,229,-45,1706.9,17069,16703,6.6,11,11,15,174,17.4,0,0,0,1,1,212,21.2,2,9,8,8,6.8,16748,16840,1684.0,45,-229,0
201,1507,1667,1663.1,16631,19310,7.2,4,4,4,252,25.2,1,0,0,1,0,214,21.4,0,1,4,4,7.0,17643,15124,1512.4,-1667,-1507,1
202,-1787,-1135,1476.6,14766,18364,7.0,1,1,3,231,23.1,1,1,0,1,0,235,23.5,0,4,5,5,7.0,19499,16553,1655.3,1135,1787,0
203,815,1397,1711.3,17113,19396,7.2,8,8,3,234,23.4,0,0,0,1,0,182,18.2,0,4,7,7,6.8,17999,16298,1629.8,-1397,-815,0
204,-4767,-5061,1512.0,15120,16713,6.6,5,5,6,167,16.7,1,1,0,1,0,238,23.8,0,9,14,14,7.8,21774,19887,1988.7,5061,4767,0
205,-1861,-2532,1533.9,15339,16302,6.6,4,4,6,221,22.1,0,0,0,1,1,262,26.2,1,10,6,6,7.0,18834,17200,1720.0,2532,1861,0
206,-7655,-4485,1343.8,13438,14164,5.8,1,1,1,174,17.4,1,1,0,1,0,234,23.4,0,18,14,14,7.0,18649,21093,2109.3,4485,7655,0
207,-2058,-2051,1558.2,15582,17281,6.8,4,4,3,212,21.2,0,0,0,1,0,224,22.4,0,11,9,9,7.2,19332,17640,1764.0,2051,2058,1
208,-575,-208,1544.1,15441,17550,6.6,5,5,7,201,20.1,1,1,0,1,0,213,21.3,0,3,5,5,6.8,17758,16016,1601.6,208,575,1
209,1765,701,1600.2,16002,18467,7.2,4,4,2,245,24.5,1,0,1,0,0,212,21.2,0,1,2,2,6.8,17766,14237,1423.7,-701,-1765,0
210,540,269,1600.9,16009,18033,6.8,5,5,8,220,22.0,1,0,1,0,1,185,18.5,1,8,5,5,6.8,17764,15469,1546.9,-269,-540,0
211,862,-442,1810.6,18106,16668,6.6,12,12,15,186,18.6,0,0,0,1,1,204,20.4,1,11,9,9,6.8,17110,17244,1724.4,442,-862,1
212,2761,1659,1650.1,16501,18428,6.6,6,6,9,221,22.1,1,1,1,0,0,201,20.1,0,1,2,2,6.6,16769,13740,1374.0,-1659,-2761,1
213,-1249,-853,1550.5,15505,17721,6.8,3,3,3,227,22.7,0,0,0,1,1,214,21.4,1,5,8,8,7.2,18574,16754,1675.4,853,1249,0
214,-75,655,1619.5,16195,19145,7.0,5,5,3,244,24.4,0,0,0,1,1,217,21.7,1,5,5,5,7.0,18490,16270,1627.0,-655,75,1
215,5805,4777,2029.4,20294,18459,6.8,14,14,12,230,23.0,1,1,1,0,0,178,17.8,0,6,5,5,5.8,13682,14489,1448.9,-4777,-5805,1
216,-810,-305,1547.5,15475,18145,7.0,5,5,3,198,19.8,1,0,0,1,1,212,21.2,1,11,7,7,7.0,18450,16285,1628.5,305,810,0
217,1034,706,1624.3,16243,18154,7.0,5,5,6,225,22.5,1,0,1,0,0,227,22.7,0,2,4,4,6.8,17448,15209,1520.9,-706,-1034,0
218,-2595,-2856,1506.5,15065,17137,6.6,3,3,2,231,23.1,0,0,1,0,0,260,26.0,1,6,7,7,7.4,19993,17660,1766.0,2856,2595,1
219,-334,-73,1435.9,14359,17258,6.8,1,1,3,228,22.8,0,0,0,1,1,223,22.3,1,1,2,2,6.6,17331,14693,1469.3,73,334,1
220,3806,2161,1937.7,19377,20008,7.4,11,11,8,233,23.3,2,1,1,0,0,231,23.1,0,4,4,4,7.0,17847,15571,1557.1,-2161,-3806,1
221,-2711,-2547,1413.5,14135,17185,6.8,2,2,2,220,22.0,0,0,0,1,0,230,23.0,0,7,7,7,7.2,19732,16846,1684.6,2547,2711,0
222,2551,1754,1744.8,17448,18315,6.8,8,8,8,242,24.2,0,0,1,0,0,195,19.5,0,7,4,4,6.6,16561,14897,1489.7,-1754,-2551,1
223,66,-446,1595.8,15958,17693,6.6,6,6,9,213,21.3,1,1,1,0,0,254,25.4,0,3,3,3,6.8,18139,15892,1589.2,446,-66,0
224,2242,727,1828.7,18287,18402,7.2,10,10,13,213,21.3,1,1,0,1,0,225,22.5,0,3,5,5,6.8,17675,16045,1604.5,-727,-2242,0
225,-893,-213,1553.4,15534,17975,7.0,2,2,2,252,25.2,1,0,0,1,0,231,23.1,0,8,5,5,7.0,18188,16427,1642.7,213,893,0
226,-1208,-152,1493.5,14935,17703,7.0,2,2,2,230,23.0,0,0,0,1,1,248,24.8,1,8,5,5,7.0,17855,16143,1614.3,152,1208,0
227,4003,2566,1933.1,19331,19387,7.2,12,12,11,255,25.5,0,0,0,1,1,215,21.5,1,5,4,4,6.8,16821,15328,1532.8,-2566,-4003,1
228,819,2149,1713.1,17131,19719,7.4,8,8,7,240,24.0,1,1,0,1,0,206,20.6,0,9,6,6,7.0,17570,16312,1631.2,-2149,-819,1
229,4009,1935,1798.3,17983,18340,7.0,9,9,10,230,23.0,0,0,1,0,0,183,18.3,1,1,3,3,6.6,16405,13974,1397.4,-1935,-4009,1
230,-259,-1001,1684.2,16842,18443,7.0,5,5,5,221,22.1,1,1,0,1,0,247,24.7,0,6,6,6,7.4,19444,17101,1710.1,1001,259,0
231,1728,-738,1756.9,17569,17101,6.8,9,9,13,212,21.2,0,0,1,0,0,180,18.0,0,7,6,6,7.0,17839,15841,1584.1,738,-1728,0
232,474,393,1588.2,15882,16956,6.8,5,5,3,241,24.1,1,0,0,1,1,207,20.7,1,6,5,5,6.4,16563,15408,1540.8,-393,-474,0
233,1863,328,1704.9,17049,17241,6.8,9,9,8,202,20.2,0,0,1,0,0,204,20.4,0,5,3,3,6.8,16913,15186,1518.6,-328,-1863,0
234,-3846,-2306,1355.6,13556,16451,6.8,1,1,1,200,20.0,0,0,0,1,1,253,25.3,1,7,7,7,7.2,18757,17402,1740.2,2306,3846,0
235,-2373,-1592,1469.2,14692,18342,7.0,1,1,1,227,22.7,0,0,0,1,1,250,25.0,1,5,3,3,7.2,19934,17065,1706.5,1592,2373,0
236,218,-204,1700.0,17000,16417,6.6,8,8,10,204,20.4,1,1,0,1,0,209,20.9,0,5,7,7,6.8,16621,16782,1678.2,204,-218,1
237,2208,1929,1720.0,17200,18984,7.2,6,6,7,235,23.5,0,0,1,0,0,215,21.5,0,5,4,4,6.6,17055,14992,1499.2,-1929,-2208,1
238,-1440,-373,1540.9,15409,18408,7.2,5,5,2,217,21.7,1,1,0,1,0,241,24.1,0,9,7,7,7.2,18781,16849,1684.9,373,1440,0
239,-845,-1743,1728.3,17283,16235,6.4,10,10,13,184,18.4,1,1,0,1,0,208,20.8,0,7,12,12,6.8,17978,18128,1812.8,1743,845,0
240,-2635,-2694,1547.7,15477,15965,6.4,5,5,5,173,17.3,0,0,0,1,1,241,24.1,1,12,9,9,7.0,18659,18112,1811.2,2694,2635,0
241,2817,2414,1676.3,16763,18897,7.0,6,6,8,224,22.4,2,1,0,1,0,207,20.7,0,1,1,1,6.4,16483,13946,1394.6,-2414,-2817,1
242,2812,2497,1843.4,18434,20263,7.4,9,9,4,223,22.3,2,1,0,1,0,226,22.6,0,3,5,5,7.2,17766,15622,1562.2,-2497,-2812,1
243,-3864,-2759,1373.1,13731,16666,6.6,1,1,2,218,21.8,0,0,0,1,1,263,26.3,1,10,6,6,7.2,19425,17595,1759.5,2759,3864,0
244,334,955,1725.1,17251,19984,7.4,5,5,6,233,23.3,1,1,0,1,0,230,23.0,0,5,6,6,7.0,19029,16917,1691.7,-955,-334,1
245,1909,2436,1705.1,17051,18864,7.0,7,7,5,246,24.6,1,1,1,0,0,196,19.6,0,8,6,6,6.4,16428,15142,1514.2,-2436,-1909,1
246,-346,-358,1634.6,16346,18557,7.0,7,7,6,209,20.9,0,0,1,0,0,182,18.2,0,7,7,7,7.2,18915,16692,1669.2,358,346,0
247,5802,5396,2109.5,21095,21242,7.6,14,14,14,249,24.9,0,0,1,0,1,186,18.6,1,5,4,4,6.2,15846,15293,1529.3,-5396,-5802,1
248,1085,1048,1643.4,16434,18641,7.0,6,6,3,228,22.8,1,1,1,0,0,220,22.0,0,2,4,4,6.6,17593,15349,1534.9,-1048,-1085,1
249,-2383,-1807,1583.4,15834,18362,6.8,4,4,2,197,19.7,1,1,1,0,0,182,18.2,0,7,11,11,7.4,20169,18217,1821.7,1807,2383,0
250,306,1895,1696.8,16968,18900,7.0,8,8,9,214,21.4,1,0,0,1,0,208,20.8,0,10,9,9,6.6,17005,16662,1666.2,-1895,-306,1
251,-1568,-1850,1594.9,15949,17005,6.8,5,5,7,209,20.9,0,0,1,0,1,215,21.5,1,8,7,7,7.2,18855,17517,1751.7,1850,1568,0
252,-1419,-1156,1605.6,16056,17578,6.8,5,5,3,234,23.4,1,1,0,1,0,227,22.7,1,13,7,7,7.0,18734,17475,1747.5,1156,1419,1
253,2263,1634,1839.2,18392,18818,6.8,10,10,8,222,22.2,1,0,1,0,1,213,21.3,1,5,6,6,6.4,17184,16129,1612.9,-1634,-2263,1
254,1374,1225,1641.5,16415,18271,7.2,6,6,9,230,23.0,0,0,1,0,1,217,21.7,1,2,2,2,6.8,17046,15041,1504.1,-1225,-1374,1
255,4301,3444,1994.8,19948,20064,7.4,14,14,21,220,22.0,1,1,0,1,0,205,20.5,0,4,4,4,6.6,16620,15647,1564.7,-3444,-4301,1
256,3905,3713,1818.9,18189,19191,7.0,9,9,6,220,22.0,0,0,1,0,0,181,18.1,0,3,4,4,6.2,15478,14284,1428.4,-3713,-3905,1
257,-2919,-2318,1439.8,14398,15990,6.6,3,3,4,194,19.4,0,0,0,1,1,207,20.7,1,9,8,8,7.0,18308,17317,1731.7,2318,2919,1
258,2923,2787,1735.9,17359,20592,7.4,6,6,8,265,26.5,1,1,1,0,0,242,24.2,0,0,0,0,6.8,17805,14436,1443.6,-2787,-2923,1
259,-1059,-951,1581.7,15817,17535,6.8,4,4,3,210,21.0,0,0,0,1,1,214,21.4,2,9,7,7,7.0,18486,16876,1687.6,951,1059,0
260,-406,-14,1586.1,15861,19121,7.0,3,3,3,270,27.0,1,0,0,1,1,235,23.5,1,7,5,5,7.0,19135,16267,1626.7,14,406,0
261,1143,1251,1635.5,16355,18991,7.0,7,7,7,238,23.8,1,1,0,1,0,216,21.6,0,2,3,3,7.0,17740,15212,1521.2,-1251,-1143,1
262,736,266,1833.3,18333,18622,7.0,11,11,13,225,22.5,0,0,0,1,1,205,20.5,1,9,9,9,7.2,18356,17597,1759.7,-266,-736,1
263,-4816,-3750,1456.2,14562,16952,6.8,2,2,3,196,19.6,0,0,1,0,1,259,25.9,1,12,11,11,7.4,20702,19378,1937.8,3750,4816,0
264,3977,3949,1967.7,19677,20488,7.6,11,11,13,236,23.6,2,1,0,1,0,208,20.8,0,12,6,6,6.4,16539,15700,1570.0,-3949,-3977,1
265,3026,3357,1879.3,18793,18395,7.0,11,11,14,217,21.7,0,0,0,1,1,174,17.4,1,8,7,7,6.4,15038,15767,1576.7,-3357,-3026,1
266,-4262,-2426,1427.6,14276,16422,6.8,4,4,0,190,19.0,1,1,0,1,0,224,22.4,0,14,12,12,7.2,18848,18538,1853.8,2426,4262,0
267,2476,772,1680.8,16808,17831,6.8,4,4,4,227,22.7,1,0,1,0,1,248,24.8,1,0,1,1,6.8,17059,14332,1433.2,-772,-2476,0
268,-3545,-3206,1500.2,15002,16448,6.6,3,3,3,217,21.7,0,0,0,1,1,224,22.4,2,10,9,9,7.4,19654,18547,1854.7,3206,3545,0
269,-4324,-2979,1435.4,14354,15677,6.4,4,4,5,173,17.3,1,0,0,1,1,213,21.3,1,13,9,9,7.0,18656,18678,1867.8,2979,4324,0
270,-496,-837,1592.6,15926,19262,7.2,5,5,6,223,22.3,1,1,0,1,0,218,21.8,0,5,6,6,7.4,20099,16422,1642.2,837,496,1
271,-1620,-1442,1474.2,14742,16162,6.6,3,3,5,241,24.1,0,0,0,1,1,226,22.6,1,6,5,5,7.0,17604,16362,1636.2,1442,1620,0
272,-1334,-1607,1648.1,16481,17069,6.8,6,6,8,201,20.1,0,0,1,0,1,198,19.8,1,12,10,10,7.2,18676,17815,1781.5,1607,1334,1
273,-796,-217,1630.7,16307,17660,7.0,9,9,5,194,19.4,0,0,1,0,0,215,21.5,0,10,8,8,6.8,17877,17103,1710.3,217,796,0
274,1398,1804,1656.9,16569,19120,7.2,6,6,3,238,23.8,1,1,1,0,0,233,23.3,0,3,2,2,6.6,17316,15171,1517.1,-1804,-1398,1
275,3005,1938,1732.2,17322,19067,7.0,5,5,5,229,22.9,0,0,1,0,0,197,19.7,0,4,3,3,6.4,17129,14317,1431.7,-1938,-3005,1
276,-3156,-3287,1471.1,14711,16559,6.8,3,3,2,222,22.2,0,0,1,0,0,238,23.8,0,6,8,8,7.2,19846,17867,1786.7,3287,3156,0
277,-473,383,1600.9,16009,18511,7.2,3,3,3,268,26.8,2,1,0,1,0,246,24.6,0,7,5,5,6.8,18128,16482,1648.2,-383,473,1
278,-3397,-2282,1510.2,15102,16437,6.4,5,5,4,196,19.6,0,0,0,1,0,225,22.5,1,12,10,10,7.0,18719,18499,1849.9,2282,3397,0
279,-1937,-1514,1549.9,15499,17298,6.8,6,6,5,222,22.2,0,0,0,1,1,204,20.4,1,12,9,9,7.0,18812,17436,1743.6,1514,1937,0
280,3765,2661,1845.6,18456,19319,7.2,10,10,10,218,21.8,0,0,1,0,0,193,19.3,0,3,4,4,6.8,16658,14691,1469.1,-2661,-3765,1
281,384,-690,1576.7,15767,17413,7.0,5,5,5,224,22.4,1,1,1,0,0,250,25.0,1,3,2,2,7.0,18103,15383,1538.3,690,-384,0
282,2708,682,1889.0,18890,19229,7.2,11,11,12,223,22.3,1,1,1,0,0,230,23.0,0,4,5,5,7.2,18547,16182,1618.2,-682,-2708,1
283,-2427,-1462,1490.1,14901,17696,7.0,4,4,3,209,20.9,0,0,1,0,0,224,22.4,0,7,8,8,7.2,19158,17328,1732.8,1462,2427,0
284,1901,684,1678.5,16785,19346,7.4,6,6,7,245,24.5,1,1,1,0,0,211,21.1,0,2,3,3,7.0,18662,14884,1488.4,-684,-1901,1
285,2480,1699,1878.6,18786,18509,7.2,10,10,15,235,23.5,1,1,0,1,0,221,22.1,1,8,5,5,6.8,16810,16306,1630.6,-1699,-2480,1
286,-3581,-2467,1472.7,14727,16272,6.6,1,1,2,219,21.9,1,0,0,1,1,248,24.8,1,15,10,10,7.0,18739,18308,1830.8,2467,3581,0
287,2911,1378,1800.9,18009,18763,7.2,10,10,14,200,20.0,2,1,1,0,0,212,21.2,0,5,5,5,6.8,17385,15098,1509.8,-1378,-2911,1
288,-1245,-1370,1452.6,14526,17366,6.8,1,1,2,224,22.4,1,0,0,1,1,241,24.1,1,4,4,4,7.0,18736,15771,1577.1,1370,1245,0
289,166,-497,1662.7,16627,17397,6.8,8,8,8,212,21.2,1,1,0,1,0,209,20.9,1,6,6,6,7.0,17894,16461,1646.1,497,-166,0
290,-6309,-3115,1307.5,13075,15488,6.4,1,1,1,169,16.9,0,0,0,1,0,270,27.0,0,5,6,6,7.2,18603,19384,1938.4,3115,6309,0
291,-2047,-2555,1610.5,16105,17502,6.8,5,5,4,214,21.4,0,0,0,1,1,208,20.8,1,5,11,11,7.6,20057,18152,1815.2,2555,2047,0
292,-1464,-1509,1478.2,14782,16677,6.8,3,3,6,213,21.3,0,0,1,0,1,238,23.8,1,4,4,4,7.0,18186,16246,1624.6,1509,1464,0
293,874,-302,1588.9,15889,18189,7.0,5,5,4,217,21.7,2,1,1,0,0,215,21.5,0,4,3,3,7.2,18491,15015,1501.5,302,-874,1
294,-627,183,1515.8,15158,17387,6.8,2,2,3,250,25.0,1,1,1,0,0,243,24.3,0,9,5,5,6.8,17204,15785,1578.5,-183,627,0
295,-334,-292,1507.3,15073,17578,6.8,3,3,4,227,22.7,0,0,0,1,0,251,25.1,0,3,3,3,6.8,17870,15407,1540.7,292,334,0
296,449,1210,1712.5,17125,18785,7.2,7,7,5,240,24.0,1,1,1,0,0,177,17.7,0,13,8,8,7.0,17575,16676,1667.6,-1210,-449,0
297,-780,-73,1637.7,16377,16818,6.6,6,6,6,209,20.9,0,0,0,1,0,200,20.0,0,14,9,9,6.6,16891,17157,1715.7,73,780,0
298,-205,1064,1588.8,15888,18421,7.4,4,4,4,234,23.4,1,0,0,1,0,217,21.7,0,7,6,6,7.0,17357,16093,1609.3,-1064,205,0
299,-1731,-1585,1441.4,14414,17356,6.8,2,2,3,226,22.6,0,0,0,1,0,268,26.8,0,3,3,3,7.0,18941,16145,1614.5,1585,1731,0
300,947,-188,1832.9,18329,18315,7.0,10,10,9,219,21.9,1,1,0,1,0,194,19.4,0,11,9,9,7.2,18503,17382,1738.2,188,-947,0
301,-713,-1111,1624.5,16245,16720,6.8,6,6,10,215,21.5,0,0,1,0,1,207,20.7,1,5,7,7,6.8,17831,16958,1695.8,1111,713,0
302,1171,-1140,1612.0,16120,17683,6.8,3,3,2,223,22.3,1,1,1,0,0,207,20.7,0,3,4,4,7.2,18823,14949,1494.9,1140,-1171,1
303,-459,-307,1554.8,15548,16604,6.4,5,5,8,191,19.1,0,0,1,0,1,196,19.6,1,9,7,7,6.8,16911,16007,1600.7,307,459,0
304,2673,1388,1743.2,17432,18495,7.2,8,8,12,209,20.9,0,0,1,0,1,216,21.6,1,4,2,2,6.6,17107,14759,1475.9,-1388,-2673,1
305,-251,-1675,1692.2,16922,17350,6.8,9,9,10,207,20.7,1,1,1,0,0,221,22.1,0,3,7,7,7.2,19025,17173,1717.3,1675,251,1
306,534,634,1614.2,16142,18818,7.2,5,5,5,245,24.5,0,0,1,0,1,277,27.7,2,2,2,2,6.8,18184,15608,1560.8,-634,-534,0
307,-4005,-2248,1463.0,14630,17694,6.6,2,2,2,211,21.1,1,1,0,1,0,271,27.1,0,7,8,8,7.4,19942,18635,1863.5,2248,4005,0
308,-318,86,1513.1,15131,18134,7.0,2,2,1,239,23.9,2,1,1,0,0,216,21.6,0,5,4,4,6.8,18048,15449,1544.9,-86,318,1
309,2682,2118,1769.7,17697,18512,7.2,8,8,7,203,20.3,1,0,1,0,1,165,16.5,1,5,5,5,6.6,16394,15015,1501.5,-2118,-2682,0
310,2092,1763,1611.6,16116,17653,7.0,4,4,5,244,24.4,1,1,1,0,0,191,19.1,0,2,3,3,6.4,15890,14024,1402.4,-1763,-2092,0
311,2300,2148,1848.5,18485,19949,7.4,10,10,9,228,22.8,0,0,0,1,0,187,18.7,0,6,7,7,7.2,17801,16185,1618.5,-2148,-2300,1
312,2642,1346,1698.0,16980,18593,7.0,6,6,4,241,24.1,1,1,1,0,0,188,18.8,0,5,3,3,6.6,17247,14338,1433.8,-1346,-2642,1
313,2833,220,1706.6,17066,17494,6.8,5,5,6,236,23.6,0,0,1,0,1,172,17.2,1,2,4,4,7.0,17274,14233,1423.3,-220,-2833,1
314,-336,-1059,1720.2,17202,17447,6.6,8,8,9,214,21.4,0,0,1,0,1,214,21.4,1,9,8,8,7.0,18506,17538,1753.8,1059,336,0
315,-5136,-3713,1470.2,14702,16461,6.6,1,1,2,214,21.4,1,1,0,1,0,289,28.9,0,7,8,8,7.6,20174,19838,1983.8,3713,5136,0
316,1872,3579,1869.2,18692,19886,7.4,13,13,11,238,23.8,0,0,0,1,0,215,21.5,0,11,7,7,6.6,16307,16820,1682.0,-3579,-1872,1
317,-1048,-450,1854.9,18549,16837,6.8,11,11,13,182,18.2,1,1,0,1,0,201,20.1,1,17,13,13,6.8,17287,19597,1959.7,450,1048,0
318,-88,-932,1585.9,15859,18390,7.2,4,4,3,242,24.2,1,1,0,1,0,222,22.2,0,10,5,5,7.2,19322,15947,1594.7,932,88,1
319,-1427,-1008,1604.4,16044,18226,7.0,4,4,5,224,22.4,0,0,0,1,0,243,24.3,0,6,9,9,7.2,19234,17471,1747.1,1008,1427,1
320,-2440,-1603,1594.1,15941,16613,6.8,8,8,6,180,18.0,1,0,0,1,0,219,21.9,0,15,11,11,6.8,18216,18381,1838.1,1603,2440,1
321,-1614,-2256,1567.5,15675,16844,6.6,5,5,4,229,22.9,0,0,1,0,1,215,21.5,1,12,9,9,7.2,19100,17289,1728.9,2256,1614,0
322,-1075,73,1568.2,15682,17438,6.8,4,4,2,234,23.4,1,1,0,1,0,213,21.3,0,6,7,7,6.8,17365,16757,1675.7,-73,1075,1
323,-1799,-1304,1584.3,15843,17154,6.8,7,7,7,190,19.0,2,1,1,0,0,196,19.6,0,15,8,8,6.8,18458,17642,1764.2,1304,1799,1
324,3296,3231,1824.8,18248,19855,7.4,12,12,11,201,20.1,1,1,1,0,0,201,20.1,0,3,3,3,6.4,16624,14952,1495.2,-3231,-3296,1
325,-1942,57,1533.3,15333,18073,7.0,4,4,3,201,20.1,0,0,0,1,1,236,23.6,1,5,7,7,6.8,18016,17275,1727.5,-57,1942,1
326,2013,247,1749.6,17496,18253,7.2,8,8,10,246,24.6,1,1,1,0,0,229,22.9,0,3,4,4,7.0,18006,15483,1548.3,-247,-2013,1
327,3574,1210,1980.9,19809,18530,7.0,12,12,15,221,22.1,2,1,1,0,0,166,16.6,0,11,8,8,6.8,17320,16235,1623.5,-1210,-3574,1
328,6000,5033,1932.9,19329,19021,7.0,13,13,9,246,24.6,1,1,1,0,0,142,14.2,1,5,3,3,6.0,13988,13329,1332.9,-5033,-6000,1
